"","IDCNTRY","booklet_id","IDSCHOOL","IDCLASS","person_id","ITSEX","dum.fr","dum.eng","dum.hk","dum.kor","dum.qat","dum.nor","dum.twn","ME52024","ME52058A","ME52058B","ME52125","ME52229","ME52063","ME52072","ME52146A","ME52146B","ME52092","ME52046","ME52083","ME52082","ME52161","ME52418A","ME52418B","ME72007","ME72025","ME72017","ME72190","ME72068","ME72076","ME72056","ME72098","ME72103","ME72121","ME72180","ME72198","ME72227","ME72170","ME72209","ME52024t","ME52058At","ME52058Bt","ME52125t","ME52229t","ME52063t","ME52072t","ME52146At","ME52146Bt","ME52092t","ME52046t","ME52083t","ME52082t","ME52161t","ME52418At","ME52418Bt","ME72007t","ME72025t","ME72017t","ME72190t","ME72068t","ME72076t","ME72056t","ME72098t","ME72103t","ME72121t","ME72180t","ME72198t","ME72227t","ME72170t","ME72209t"
"236","FRA","Booklet 01","5128","512803","25051280308","Female",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.9397,32.2835666666667,32.2835666666667,-44.1965333333333,-40.4217666666667,-38.2094,-49.7672333333333,101.257533333333,101.257533333333,-35.7469666666667,-38.6816333333333,-49.3663,-51.899,3.41636666666667,223.017266666667,223.017266666667,-40.6863,-46.5453,-25.7164,-28.8246666666667,-48.6264333333333,-52.1325333333333,-23.6621333333333,-44.8609666666667,-31.2705666666667,-45.7382666666667,-19.8160666666667,7.6427,24.5986666666667,-18.5678,32.9015
"237","FRA","Booklet 01","5129","512905","25051290512","Female",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.3976,47.1808,47.1808,-47.8228333333333,-34.4752666666667,-39.2575333333333,-37.4926,55.7523,55.7523,-29.4636,-20.7639666666667,-3.81626666666667,-47.9551,-34.2055666666667,-13.2072,-13.2072,-27.6862666666667,-27.2770666666667,-36.6628333333333,-28.4499,-38.4567,-35.9560333333333,0.641533333333335,-12.9984666666667,-19.0259,-1.52433333333333,25.5645,38.4150333333333,-28.1523,-27.8970666666667,349.664333333333
"238","FRA","Booklet 01","5131","513102","25051310217","Male",1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,28.7216666666667,105.985033333333,105.985033333333,-59.9073333333333,-43.1828333333333,-38.6857666666667,-58.7593,75.8220333333333,75.8220333333333,-31.2375,93.5953666666666,-34.6247666666667,-55.2583666666667,-44.6098666666667,66.2399333333333,66.2399333333333,8.17176666666667,-56.0509333333333,-22.5451,-30.8531,9.68766666666666,-44.3980333333333,24.6999333333333,-3.29823333333333,-11.8139333333333,16.0044333333333,-5.09416666666667,-20.8855666666667,-33.9737666666667,-59.4196,-22.3766666666667
"239","FRA","Booklet 01","5132","513203","25051320307","Male",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,-32.4752,284.184633333333,284.184633333333,-57.2328333333333,-73.2763666666667,-43.2115333333333,-71.3915666666666,10.8328333333333,10.8328333333333,-26.8135666666667,-7.09963333333333,-31.5762,-54.0718666666667,-42.6876333333333,38.0084666666667,38.0084666666667,-33.5385,-67.7935,-10.583,-20.8987666666667,-16.4988333333333,-46.9987,-16.5587666666667,-42.4231,-17.3544333333333,-71.8896333333333,-1.0009,24.8086666666667,-25.2790666666667,-12.7054666666667,132.498533333333
"240","FRA","Booklet 01","5132","513203","25051320323","Female",1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,-2.18583333333333,62.7416,62.7416,-81.7287333333333,-56.3118333333333,-21.5494666666667,-84.8194333333333,119.445766666667,119.445766666667,-77.2337333333333,-45.0536666666667,83.0145666666667,-68.8854333333333,16.595,163.8853,163.8853,-61.2294666666667,-24.7724333333333,-51.6267,-38.1406666666667,-43.0614,-62.0086,15.1845,253.499066666667,-31.6823333333333,-85.6192333333333,-32.4263333333333,-45.7077666666667,-83.8501666666667,-76.1363333333333,13.5911
"241","FRA","Booklet 01","5133","513301","25051330115","Female",1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55.1475666666667,34.2833,34.2833,-60.6118333333333,-26.9158666666667,-4.29103333333333,-64.0321666666667,159.762,159.762,-55.5299,9.75713333333334,70.0624666666667,-44.2231666666667,55.9864,-1.89163333333335,-1.89163333333335,-16.5308666666667,-65.2432333333333,-39.9761666666667,-8.31586666666668,-38.8446666666667,-43.6021333333333,35.8818666666667,-29.4537333333333,-22.1904333333333,-67.1053,-16.5815,-6.59846666666667,-50.4820666666667,-29.6686666666667,189.349433333333
"242","FRA","Booklet 01","5134","513401","25051340109","Male",1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,2,1,0,1,1,0,1,0,0,1,0,0,1,1,1,-35.7208666666667,48.6001666666667,48.6001666666667,-93.5503333333333,-67.0236333333333,-53.1635333333333,-63.2127,177.484733333333,177.484733333333,21.2726333333333,40.9090666666667,-43.2177,-73.0521,31.3032,57.0497333333333,57.0497333333333,-18.9953333333333,-43.3964666666667,7.57166666666666,-71.0670666666667,-3.57386666666666,-60.8112333333333,-18.7297666666667,64.4504666666667,-12.0988666666667,-47.9545,-78.4750333333333,-51.2508333333333,-22.6337,-21.9072666666667,148.0585
"243","FRA","Booklet 01","5134","513401","25051340125","Male",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,-5.59643333333334,114.9667,114.9667,-58.3749666666667,-75.8465666666667,48.9635666666667,-69.9524333333333,2.62683333333332,2.62683333333332,-44.8765333333333,52.3115666666666,103.390266666667,-32.5261333333333,-53.5792666666667,55.3268333333333,55.3268333333333,15.7739333333333,-28.6387333333333,-28.7441333333333,-47.9248666666667,-14.8199666666667,43.5582,-31.1435333333333,-40.799,86.7236333333333,-57.9544,-9.25236666666667,11.3027,-12.8318333333333,-29.2690666666667,-65.7343666666667
"244","FRA","Booklet 01","5134","513404","25051340413","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-27.2023333333333,137.0026,137.0026,-46.1092333333333,-65.6258,-54.5391666666667,-69.6258333333333,68.8656333333333,68.8656333333333,-59.7647333333333,-7.49253333333333,-40.6728666666667,-25.6099666666667,-44.0467,78.5603666666667,78.5603666666667,-19.1330333333333,-50.2002,-59.5932,-23.565,-25.5045666666667,-74.9082333333333,-58.9969666666667,-43.9072,51.9158666666667,-67.9911,25.0554,-24.9951333333333,62.9642666666667,-23.5867,204.277766666667
"245","FRA","Booklet 01","5135","513501","25051350111","Male",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-37.2344666666667,65.8198666666667,65.8198666666667,-33.0143333333333,-56.2095666666667,-2.50413333333334,-60.3057,-41.3802,-41.3802,17.4495333333333,-15.8021,134.964333333333,-61.7709666666667,-57.2966333333333,49.4642666666667,49.4642666666667,55.8812666666667,-61.3948333333333,-65.6532,-53.3875333333333,-28.2372333333333,-0.503599999999992,22.8900333333333,5.48043333333334,-9.09473333333334,-75.0668666666667,3.81986666666667,136.4916,-84.4939666666667,-30.9683333333333,208.153266666667
"246","FRA","Booklet 01","5135","513504","25051350407","Male",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-33.6789666666667,16.5648,16.5648,-16.0740666666667,-7.7702,-15.2277666666667,-27.5058333333333,16.1824666666667,16.1824666666667,-17.3688333333333,14.4392333333333,-29.0651333333333,-18.1748333333333,-14.4848,52.2664666666667,52.2664666666667,-3.08816666666667,-13.0422666666667,-21.4680666666667,-19.3311333333333,-25.8783333333333,-3.85283333333333,16.1442333333333,9.7479,-25.9155333333333,-19.0263,3.15316666666667,16.137,-4.67743333333333,-2.50433333333334,88.4858333333333
"247","FRA","Booklet 01","5136","513601","25051360113","Female",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.4020666666667,45.2877333333333,45.2877333333333,-48.4573,-44.2237333333333,-25.3189,-70.8062333333333,141.7122,141.7122,-41.6889666666667,-25.4790666666667,-34.4070666666667,-49.4152,-28.2794,5.08796666666666,5.08796666666666,-6.02656666666667,-59.4034,-50.246,-67.5822333333333,9.13553333333333,-59.1275,-30.4029,490.954066666667,-31.9818333333333,2.56766666666667,-17.6081666666667,-53.8058333333333,-72.1857333333333,-5.51300000000001,-41.4719666666667
"248","FRA","Booklet 01","5137","513702","25051370205","Male",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617066666666666,128.5954,128.5954,12.0343666666667,-7.83043333333333,-39.7707666666667,-39.6726,55.4199,55.4199,-35.2706,-12.2603333333333,-0.65186666666667,-46.4998333333333,-23.5371,-42.6227666666667,-42.6227666666667,-39.1962333333333,-40.1179666666667,-43.0495333333333,35.9260666666667,-2.5687,-22.2919333333333,-46.4419666666667,-3.663,250.984433333333,-45.1926666666667,-27.2075,-46.3913333333333,-48.6243666666667,0.60776666666667,-12.7160333333333
"249","FRA","Booklet 01","5137","513702","25051370221","Female",1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,72.6921333333333,51.0128,51.0128,-29.0426333333333,20.7960666666667,-7.03883333333333,-39.2788333333333,-3.12973333333333,-3.12973333333333,-42.4976666666667,2.42753333333333,-4.3811,-15.8407666666667,-20.4194666666667,15.9941666666667,15.9941666666667,-19.1784333333333,-50.599,-43.0856333333333,-4.33253333333333,-55.5600333333333,-59.6313666666667,-17.9684,-21.3133,-17.7328,-55.2107666666667,18.6446666666667,89.9601666666667,10.6518333333333,-2.00236666666667,162.187066666667
"250","FRA","Booklet 01","5138","513806","25051380610","Male",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0655333333333346,100.145933333333,100.145933333333,-44.1621666666667,19.1656666666667,-44.5000666666667,-59.6766333333333,52.6983666666667,52.6983666666667,-45.6512,19.1181333333333,6.80286666666667,-52.9506666666667,-57.7959666666667,-28.4307,-28.4307,-29.9931,14.9827333333333,19.2617666666667,1.7726,-54.3477333333333,-79.1818333333333,147.093366666667,-52.3534,-28.1630666666667,-36.0019333333333,33.9134,-30.5955333333333,53.1695666666667,-42.6090666666667,93.8095333333333
"251","FRA","Booklet 01","5138","513806","25051380626","Female",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,-65.2555,40.1362333333333,40.1362333333333,-62.9418666666667,-49.7265666666667,-63.5133,-83.7738666666667,114.174566666667,114.174566666667,-55.1784333333333,8.6919,126.050666666667,122.429866666667,-47.9688666666667,39.509,39.509,-45.9611,-82.8345666666667,88.9881,-10.0693,-40.9329,-46.3558333333333,-17.4431666666667,21.4845666666667,-12.3808666666667,-15.2308,-20.1112333333333,-42.1202,-18.151,-31.7269333333333,56.3916
"252","FRA","Booklet 01","5139","513903","25051390314","Male",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,16.4611666666667,73.4856666666667,73.4856666666667,-14.9542333333333,104.498066666667,-27.5071666666667,-30.9543666666667,16.1098333333333,16.1098333333333,-45.0831333333333,-37.3259,-31.4503666666667,-40.7813666666667,-39.0557,-43.1466666666667,-43.1466666666667,-47.7749666666667,-37.4519666666667,-30.8582666666667,-41.6504,-31.5588666666667,-48.6326333333333,-28.0775666666667,-26.6391666666667,-30.3633,-33.5253,-36.5250666666667,42.4670666666667,138.671433333333,19.7399333333333,245.4344
"253","FRA","Booklet 01","5140","514001","25051400107","Male",1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,-37.0635,39.8495666666667,39.8495666666667,-49.2434,-68.0893333333333,-56.1770666666667,-62.9412666666667,8.14793333333333,8.14793333333333,-62.2644333333333,-30.5969,54.2180666666667,-29.0035,-37.73,153.449066666667,153.449066666667,-26.2372666666667,-28.2719,114.4986,-30.3406333333333,-10.9325666666667,-50.8626333333333,43.5499333333333,-36.2058333333333,-22.5958,-35.9795333333333,-11.6135333333333,-38.2301333333333,-46.5701666666667,-35.1156666666667,190.905333333333
"254","FRA","Booklet 01","5140","514001","25051400123","Female",1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,52.7263,46.6823333333333,46.6823333333333,58.8953,107.222233333333,-63.9019,-86.4761,-17.622,-17.622,-60.9021333333333,-29.3813333333333,-30.6378666666667,-65.4870333333333,-30.4901,96.0395,96.0395,55.6640666666667,-60.1705333333333,122.326466666667,-61.8135333333333,-40.1817333333333,47.3746666666667,-8.98126666666667,62.6618,-1.31806666666667,-55.2425666666667,-49.0425666666667,-56.1457,-45.2295666666667,-61.6337333333333,49.9652333333333
"255","FRA","Booklet 01","5141","514101","25051410101","Female",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,-33.1822666666667,41.9751666666667,41.9751666666667,-72.0965666666667,-85.1320666666667,4.2461,-77.5288,10.6310666666667,10.6310666666667,-37.4540666666667,-6.80643333333333,-49.6784,-65.8604,-59.6221666666667,27.1582,27.1582,-44.4518,-75.6853333333333,-47.4143666666667,-63.5953333333333,-56.1553333333333,-67.4135,187.1771,667.132533333333,100.199366666667,12.8475666666667,-50.8099,-37.7072333333333,-70.5796333333333,-54.905,-75.0529333333333
"256","FRA","Booklet 01","5141","514101","25051410117","Female",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-17.6766666666667,56.4319333333333,56.4319333333333,-39.1875666666667,-39.2278666666667,-48.0938666666667,-55.5235333333333,41.5560666666667,41.5560666666667,-55.7839333333333,-12.1214666666667,-15.1026333333333,-47.5472333333333,-39.1576,-12.8830333333333,-12.8830333333333,-19.2432,-69.8941,4.51933333333332,-41.0506666666667,-15.5211333333333,-31.8426333333333,-11.2958333333333,-9.52986666666666,-13.3036,-35.5750333333333,-33.8101,46.2639333333333,-44.4782333333333,12.3850666666667,461.5885
"257","FRA","Booklet 01","5141","514105","25051410507","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-24.9423,161.8885,161.8885,74.0252,3.57356666666666,94.7104666666667,-16.5402666666667,18.0960333333333,18.0960333333333,14.6788,-20.7852,-15.5648,-43.3966,-44.0682666666667,-38.2361333333333,-38.2361333333333,-38.3787333333333,-36.7502,-37.6667666666667,17.3861333333333,-32.7987333333333,-43.7458666666667,-32.4112333333333,-20.5713,-0.491566666666664,9.55243333333333,-26.0944666666667,19.3722,-35.5153666666667,-25.5592,-21.5147333333333
"258","FRA","Booklet 01","5141","514105","25051410523","Female",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-61.7111666666667,-9.17133333333334,-9.17133333333334,-62.5223333333333,-57.4300666666667,-60.9857666666667,-69.0457666666667,-25.4763,-25.4763,-24.7312666666667,-23.7268666666667,-43.571,-64.1012666666667,18.9425666666667,6.72133333333333,6.72133333333333,4.36016666666666,-8.82826666666666,-0.58123333333333,11.1967,-21.8007333333333,-36.7778666666667,41.5229666666667,-17.8120666666667,537.098266666667,-47.5824,48.4721333333333,22.6780666666667,-53.5240666666667,-21.7904,48.1042666666667
"259","FRA","Booklet 01","5142","514208","25051420808","Female",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-34.7776333333333,38.7864,38.7864,-10.2101333333333,-15.0130666666667,-31.9235666666667,-49.1130666666667,65.8494,65.8494,-41.7960333333333,-37.7743,-40.7554666666667,-44.7348333333333,-24.7853,58.9922,58.9922,-61.1038666666667,-34.8520333333333,-0.551566666666666,-10.1347,-11.9544,-50.5380333333333,14.3263666666667,-14.6999666666667,-3.38083333333334,-36.5312,-13.3618,65.2955333333333,-13.6273666666667,80.6229666666667,94.1183
"260","FRA","Booklet 01","5142","514208","25051420824","Female",1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","FRA","Booklet 01","5143","514304","25051430423","Male",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,-49.7264333333333,-7.05803333333333,-7.05803333333333,-81.3650333333333,14.1046333333333,-65.4114,-78.8654,136.506066666667,136.506066666667,-61.8247,18.0375,-90.0233333333333,21.8990666666667,-42.7679666666667,94.5207,94.5207,40.3337333333333,-60.6591,-14.7739333333333,-72.9785,-21.8615666666667,-35.8611666666667,19.7621333333333,86.0835333333333,81.2351333333333,97.1092,-40.5628333333333,-51.5306333333333,-35.3465666666667,-39.3269666666667,16.3831333333333
"262","FRA","Booklet 01","5144","514405","25051440510","Male",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,0,0,0,0,-29.3606333333333,40.9205,40.9205,-52.9351,-86.2973,-47.4615333333333,-53.5416666666667,147.409633333333,147.409633333333,-78.4367333333333,-30.7484,27.5822333333333,-7.56556666666665,-52.3678,181.712166666667,181.712166666667,22.8805666666667,121.676533333333,153.752233333333,-39.3684666666667,-53.6687666666667,-25.6943666666667,-5.68386666666666,-95.2253,-33.2025666666667,-65.7453333333333,-42.7257666666667,-86.3531,-42.3889,-72.648,-64.557
"263","FRA","Booklet 01","5145","514502","25051450209","Male",1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","FRA","Booklet 01","5146","514601","25051460117","Male",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-48.8292,166.0163,166.0163,-56.5275333333333,-98.8022333333333,-49.8356666666667,-55.5892666666667,193.992766666667,193.992766666667,19.2426666666667,18.2909666666667,22.2548333333333,76.5255,-4.44546666666668,-21.7548333333333,-21.7548333333333,-32.5635,-33.1463,-30.9711333333333,-77.5207333333333,-64.2114,-65.8058333333333,-63.4198666666667,-47.5954,83.5108333333333,94.2017,-31.8742666666667,48.1977,-95.9006333333333,-74.2481666666667,-107.446066666667
"265","FRA","Booklet 01","5146","514605","25051460505","Male",1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,-40.162,0.512066666666669,0.512066666666669,-1.2539,-66.8499,-70.4273,-74.7848666666667,114.9682,114.9682,-4.047,-37.2314666666667,-78.5038333333333,150.4136,-71.4875,24.0999666666667,24.0999666666667,-43.7135666666667,-57.0663,-34.9416,-62.6917666666667,-48.8213333333333,-72.3989,-51.3034,91.0899333333333,41.4620333333333,-52.1714,-53.5333333333333,-53.9167,-74.2372,-57.2605666666667,544.6778
"266","FRA","Booklet 01","5147","514703","25051470302","Male",1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,2,0,0,1,1,0,1,1,1,1,1,1,1,1,0,22.6619666666667,-15.3151,-15.3151,-15.5879,-50.7935666666667,-6.74979999999999,-64.4573333333333,168.157366666667,168.157366666667,-37.0492,-39.1065666666667,-32.5728,-13.3993,-67.8714666666667,30.0358333333333,30.0358333333333,-27.5229,-41.9844,-12.6532333333333,-62.4650666666667,-13.2804666666667,-48.2639666666667,-1.01479999999999,-5.52323333333332,37.1565333333333,-13.9418,-25.4748333333333,6.71246666666667,-40.0396666666667,-2.50383333333333,189.968966666667
"267","FRA","Booklet 01","5147","514703","25051470318","Female",1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,-54.9535,14.7737666666667,14.7737666666667,-80.6142666666667,-56.6802,-7.17733333333334,-76.2370666666667,-5.10756666666667,-5.10756666666667,-57.7652,-13.4248666666667,-13.9425666666667,-21.6698333333333,-11.2672666666667,85.0042666666667,85.0042666666667,38.9258666666667,115.027766666667,76.3201333333333,-57.8385666666667,35.4518,-40.0487,-3.73426666666667,7.93413333333334,-53.0439,44.3653333333333,-33.7433,-8.85753333333334,-55.2821,-60.6523333333333,199.566833333333
"268","FRA","Booklet 01","5147","514706","25051470605","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,1,-62.8421,104.568233333333,104.568233333333,-21.2659333333333,13.824,-3.25906666666667,-72.6277666666667,137.667966666667,137.667966666667,-47.5818333333333,-4.5497,0.837066666666672,-69.9049333333333,-51.1809333333333,8.73483333333334,8.73483333333334,-43.4195666666667,-55.5664,-31.9030666666667,-53.4532333333333,-51.9249333333333,-39.6448,-59.1665333333333,89.5063666666667,-65.2539,-30.9017666666667,-11.8026666666667,-27.6881,-19.1858333333333,-39.2945,256.308066666667
"269","FRA","Booklet 01","5147","514706","25051470621","Female",1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,2,1,0,1,1,0,1,1,1,1,1,1,1,1,1,-37.3673,90.7898,90.7898,-49.3188333333333,-36.6191666666667,-29.7898666666667,-95.5326,145.295033333333,145.295033333333,-62.6116333333333,-49.0264,-8.32856666666667,-36.7979333333333,-47.3338,98.2205,98.2205,92.5103,-62.8276,159.466166666667,-87.3362,-60.2866333333333,-57.4305,-30.7942666666667,20.5603333333333,-10.0749,-13.7442666666667,-58.4514333333333,-57.7136333333333,-29.3011,-70.5083666666667,50.0475333333333
"270","FRA","Booklet 01","5148","514802","25051480206","Female",1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,36.9373666666667,43.9227,43.9227,-74.1904,-67.9428666666667,-80.3211666666667,-85.7906,104.6486,104.6486,-37.4957,-49.564,216.188666666667,117.583866666667,-9.1121,99.6421,99.6421,-55.3341333333333,-38.5052666666667,83.6347333333333,-30.2396333333333,-57.8038,-82.827,-2.89866666666666,-51.7009333333333,-68.6269333333333,-55.7939666666667,-45.4802666666667,-52.7404666666667,-28.8921666666667,-46.7523,71.2409333333333
"271","FRA","Booklet 01","5148","514802","25051480222","Female",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-41.4367,56.7527,56.7527,-5.22766666666666,-37.3953333333333,-31.2842,-83.4716666666667,81.5888666666667,81.5888666666667,-58.4071333333333,-7.88023333333334,-73.0980333333333,-81.0009666666667,-59.7060333333333,330.496133333333,330.496133333333,-23.5869,-22.2435666666667,-37.8644666666667,-42.3946,-66.6603666666667,-68.8200333333333,172.265933333333,-64.7848666666667,-28.8558666666667,-71.3455,-37.2238,-31.8122333333333,-48.0190333333333,-46.7914333333333,-40.6307
"272","FRA","Booklet 01","5149","514903","25051490308","Female",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-23.0517,150.590666666667,150.590666666667,-58.4371666666667,-55.3299333333333,-60.1773,-53.4007,77.8667333333333,77.8667333333333,-56.5916333333333,-33.8242,-44.1689,-33.2848,-33.5658666666667,120.759366666667,120.759366666667,-18.1289,-50.5383666666667,-33.2135,-38.8038333333333,-22.4751,-40.5016,1.29983333333334,-7.3626,1.75966666666667,-19.0754333333333,-5.78883333333333,81.4410333333333,-47.5365333333333,-41.9668666666667,-5.7103
"273","FRA","Booklet 01","5149","514903","25051490324","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1.56593333333333,58.0014333333333,58.0014333333333,-40.1084,-19.1079666666667,-44.7801,-48.7078,88.7007333333333,88.7007333333333,-32.4235,-10.9808,-9.51656666666668,-46.8075,-12.2983,51.8882333333333,51.8882333333333,28.9368666666667,-29.1850333333333,18.1561,8.19993333333332,-13.1167,-35.5865333333333,-32.3563333333333,-36.4142333333333,13.6497333333333,-59.4885666666667,-55.6941666666667,-22.1532,-47.6786,-8.93273333333332,137.647666666667
"274","FRA","Booklet 01","5150","515004","25051500407","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-7.96136666666666,61.8537333333333,61.8537333333333,-42.9934333333333,-36.3925,-23.1007333333333,-47.7901666666667,106.186833333333,106.186833333333,-22.4518,-45.2636666666667,-7.5997,-55.5949333333333,-45.2843333333333,-3.31963333333334,-3.31963333333334,-21.2355666666667,-26.7918,-36.8151333333333,-41.4372333333333,-52.5342,-55.6342,25.7222,-8.8149,5.3862,-3.40953333333333,8.6598,15.2793333333333,-20.5060333333333,33.9186,183.203233333333
"275","FRA","Booklet 01","5150","515004","25051500423","Female",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","ENG","Booklet 01","5001","500104","92650010415","Male",0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,-46.9151,37.5061666666667,37.5061666666667,-40.8546,-42.2527,-53.8901,-65.7166,76.5207,76.5207,-61.2836,-26.7093,22.7677333333333,-55.0350333333333,-37.7546,16.9862333333333,16.9862333333333,17.0534,-27.2104666666667,-43.1010666666667,-46.1297666666667,26.5869333333333,-67.7429666666667,54.5437666666667,-25.6470333333333,-14.1884,51.1224,-18.9748,4.01066666666667,43.6069666666667,-38.9150333333333,230.6031
